"player","game_num","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","rush_att","rush_yds","rush_yds_per_att","rush_td","all_td","scoring","sacks","tackles_solo","tackles_assists","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt","punt_yds","punt_yds_per_punt","punt_blocked","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","def_int","def_int_yds","def_int_td","year"
"Greg Salas","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,"8","4","27","6.75","0","50.0%","3.38",NA,NA,NA,NA,NA,NA,NA,NA,"2","29","14.50","0",NA,NA,NA,NA,2011
"Greg Salas","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,"10","8","77","9.63","0","80.0%","7.70",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Greg Salas","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,"2","2","33","16.50","0","100.0%","16.50",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Greg Salas","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.00","0",NA,NA,NA,NA,NA,"6","5","47","9.40","0","83.3%","7.83",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Greg Salas","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,"9","7","59","8.43","0","77.8%","6.56",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Greg Salas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.00","0",NA,NA,NA,NA,NA,"38","27","264","9.78","0","71.1%","6.95",NA,NA,NA,NA,NA,NA,NA,NA,"2","29","14.50","0",NA,NA,NA,NA,2011
"DeMarco Sampson","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","27","13.50","0","100.0%","13.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","9","9.00","0","50.0%","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"DeMarco Sampson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","3","36","12.00","0","37.5%","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","1","*","26","44","59.09","335","2","1","88.7","4","20","7.61","7.50","1","3","3.00","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","2","*","17","24","70.83","182","2","2","85.8","1","0","7.58","5.50","3","29","9.67","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","3","*","27","44","61.36","369","2","1","93.8","4","30","8.39","8.27","2","2","1.00","1","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","4","*","11","35","31.43","119","0","1","30.5","2","7","3.40","2.11","3","3","1.00","0","0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","5","*","16","26","61.54","166","2","0","105.6","2","8","6.38","7.92","0","0",NA,"0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","6","*","14","25","56.00","201","1","0","95.6","1","7","8.04","8.84","1","5","5.00","1","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","7","*","18","33","54.55","173","3","1","87.1","2","17","5.24","5.70","3","25","8.33","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","8","*","20","28","71.43","230","1","1","92.9","1","8","8.21","7.32","4","-3","-0.75","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","9","*","20","39","51.28","306","1","2","64.7","5","38","7.85","6.05","5","11","2.20","1","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","10","*","24","40","60.00","252","0","1","67.9","3","17","6.30","5.18","1","0","0.00","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","11","*","17","35","48.57","180","4","1","90.2","0","0","5.14","6.14","2","5","2.50","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","12","*","19","32","59.38","165","1","0","83.5","0","0","5.16","5.78","3","1","0.33","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","13","*","13","21","61.90","181","2","0","121.3","3","26","8.62","10.52","2","4","2.00","2","2","12","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","14","*","15","26","57.69","150","2","2","67.8","4","30","5.77","3.85","2","3","1.50","0","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","15","*","30","59","50.85","258","1","2","54.2","5","32","4.37","3.19","4","13","3.25","1","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez","16","*","21","32","65.63","207","2","3","65.5","2","3","6.47","3.50","1","2","2.00","0","0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Mark Sanchez",NA,NA,"308","543","56.72","3474","26","18","78.2","39","243","6.40","5.86","37","103","2.78","6","6","36","0.0","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Emmanuel Sanders","1",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","3","2","20","10.00","1","66.7%","6.67","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","2",NA,"1","1","100.00","15","0","0","118.7","0","0","15.00","15.00",NA,NA,NA,NA,"0","0","0.0","0","0","3","2","44","22.00","0","66.7%","14.67","0","0",NA,"0",NA,NA,NA,NA,"2","8","4.00","0",NA,NA,NA,NA,2011
"Emmanuel Sanders","3",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","1","5","2","21","10.50","0","40.0%","4.20","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","4",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","1","10","10.00","0","50.0%","5.00","0","0",NA,"0",NA,NA,NA,NA,"1","10","10.00","0",NA,NA,NA,NA,2011
"Emmanuel Sanders","5",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","0","0",NA,"0","0.0%","0.00","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","6",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","1","32","32.00","0","25.0%","8.00","0","0",NA,"0",NA,NA,NA,NA,"0","4",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","7",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","7","5","46","9.20","1","71.4%","6.57","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","8",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","8","5","70","14.00","0","62.5%","8.75","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","11",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","2","25","12.50","0","50.0%","6.25","4","77","19.25","0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","12",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","1","6","6.00","0","50.0%","3.00","1","16","16.00","0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders","16",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","1","14","14.00","0","50.0%","7.00","0","0",NA,"0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Emmanuel Sanders",NA,NA,"1","1","100.00","15","0","0","118.7","0","0","15.00","15.00",NA,NA,NA,NA,"2","12","0.0","0","1","43","22","288","13.09","2","51.2%","6.70","5","93","18.60","0",NA,NA,NA,NA,"3","22","7.33","0",NA,NA,NA,NA,2011
"Emmanuel Sanders","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","8","6","81","13.50","0","75.0%","10.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-4","-4.00","0","0","0","0.0","0","0","1","1","6","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","1","6","0.0","0","0","7","3","33","11.00","1","42.9%","4.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","1","6","0.0","0","0","7","5","27","5.40","1","71.4%","3.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","2","1","16","16.00","0","50.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","10","6","64","10.67","0","60.0%","6.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","1","6","0.0","0","0","3","1","13","13.00","1","33.3%","4.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","3","2","13","6.50","0","66.7%","4.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","2","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","1","0",NA,"0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","1","0","6","2","26","13.00","0","33.3%","4.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","7","4","51","12.75","0","57.1%","7.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","4","2","27","13.50","0","50.0%","6.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Dane Sanzenbacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-4","-4.00","0","3","18","0.0","2","0","54","27","276","10.22","3","50.0%","5.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","1","2","2.00","0","100.0%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","1","11","11.00","0","50.0%","5.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","1","0","1","1","2","2.00","1","100.0%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","1","14","14.00","0","100.0%","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","1","0","8","4","29","7.25","1","50.0%","3.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Weslye Saunders","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","1","*","17","24","70.83","220","1","2","78.5","1","3","9.17","6.25","4","0","0.00","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","2","*","21","29","72.41","230","2","0","118.5","3","23","7.93","9.31","2","2","1.00","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","3","*","22","39","56.41","373","3","1","103.9","2","9","9.56","9.95","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","4","*","14","21","66.67","138","1","0","100.9","0","0","6.57","7.52","2","1","0.50","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","5","*","24","51","47.06","416","2","2","72.0","3","13","8.16","7.18","1","0","0.00","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","6","*","21","37","56.76","220","1","0","83.2","4","20","5.95","6.49","1","3","3.00","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","7","*","18","23","78.26","296","2","0","147.7","0","0","12.87","14.61","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","8","*","16","30","53.33","225","1","0","88.9","2","23","7.50","8.17","1","2","2.00","1","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","9","*","14","23","60.87","119","0","1","56.3","0","0","5.17","3.22","3","0","0.00","1","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Matt Schaub","10","*","11","15","73.33","242","2","0","154.9","1","7","16.13","18.80","1","1","1.00","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
